Year,Week,SMN,SMT,VCI,TCI,VHI,Region
1986,45,4.28,2.49,47.02,42.86,44.94,12
1986,46,0.64,1.32,35.15,41.6,38.37,12
1986,47,1.19,4.72,33.4,24.72,29.06,12
1986,48,4.4,4.23,32.47,37.58,35.03,12
1986,49,3.17,3.21,14.6,50.48,32.54,12
1986,50,4.44,1.69,27.6,37.26,32.43,12
1986,51,0.88,3.12,28.07,38.09,33.08,12
1986,52,0.5,4.36,30.85,47.05,38.95,12
1987,1,1.16,1.07,89.74,15.56,52.65,12
1987,2,0.82,4.89,14.94,61.21,38.08,12
1987,3,1.17,4.05,34.52,36.84,35.68,12
1987,4,2.7,4.04,47.82,33.16,40.49,12
1987,5,2.35,2.16,59.5,48.91,54.21,12
1987,6,2.27,1.53,65.43,39.32,52.37,12
1987,7,2.29,0.5,37.65,60.03,48.84,12
1987,8,3.37,0.75,61.83,40.91,51.37,12
1987,9,1.23,4.14,59.51,47.5,53.51,12
1987,10,4.86,3.63,20.53,60.57,40.55,12
1987,11,4.4,3.0,37.39,44.61,41.0,12
1987,12,2.27,3.9,53.62,47.59,50.6,12
1987,13,0.49,0.71,53.29,36.44,44.86,12
1987,14,1.99,1.4,61.05,74.35,67.7,12
1987,15,2.86,4.92,60.81,65.0,62.9,12
1987,16,2.83,2.04,53.35,76.35,64.85,12
1987,17,4.88,3.69,95.35,70.12,82.73,12
1987,18,1.66,1.48,57.61,65.81,61.71,12
1987,19,0.97,3.04,75.81,70.27,73.04,12
1987,20,3.96,0.56,100.0,70.88,85.44,12
1987,21,2.41,2.97,60.27,54.23,57.25,12
1987,22,2.59,0.39,59.94,60.93,60.43,12
1987,23,1.17,0.64,63.6,63.47,63.53,12
1987,24,0.37,1.56,46.78,61.15,53.96,12
1987,25,4.41,4.76,65.51,75.6,70.56,12
1987,26,2.3,3.31,61.03,76.17,68.6,12
1987,27,4.79,3.87,73.35,66.19,69.77,12
1987,28,1.79,4.34,67.24,42.94,55.09,12
1987,29,4.87,1.51,82.41,61.04,71.73,12
1987,30,3.77,4.03,80.29,66.11,73.2,12
1987,31,4.28,3.67,59.29,54.18,56.73,12
1987,32,3.24,0.56,59.19,66.31,62.75,12
1987,33,4.52,2.31,74.26,58.37,66.32,12
1987,34,2.06,1.53,78.44,60.74,69.59,12
1987,35,3.85,4.84,67.72,46.11,56.92,12
1987,36,3.53,4.16,51.32,43.85,47.58,12
1987,37,3.55,4.07,38.09,58.49,48.29,12
1987,38,2.26,1.12,48.86,90.87,69.87,12
1987,39,0.76,4.58,43.04,59.95,51.5,12
1987,40,3.93,0.91,36.84,56.83,46.84,12
1987,41,4.58,4.77,51.92,34.32,43.12,12
1987,42,0.61,2.4,48.63,57.54,53.08,12
1987,43,1.5,3.74,30.78,38.02,34.4,12
1987,44,0.23,4.2,43.58,44.7,44.14,12
1987,45,0.32,4.73,39.84,51.54,45.69,12
1987,46,3.84,4.74,35.68,29.59,32.63,12
1987,47,1.24,2.11,30.06,36.28,33.17,12
1987,48,4.57,1.17,32.13,38.2,35.17,12
1987,49,1.03,2.26,16.61,6.26,11.43,12
1987,50,0.18,2.2,35.64,22.28,28.96,12
1987,51,1.07,0.28,19.52,47.47,33.49,12
1987,52,0.49,4.35,14.26,7.72,10.99,12
1988,1,4.29,2.12,14.0,55.05,34.52,12
1988,2,3.21,0.63,33.31,52.1,42.71,12
1988,3,2.11,0.75,46.98,23.58,35.28,12
1988,4,3.46,3.63,43.89,30.53,37.21,12
1988,5,3.91,3.71,37.7,46.84,42.27,12
1988,6,4.23,0.28,48.23,36.04,42.14,12
1988,7,4.67,0.51,18.2,46.59,32.39,12
1988,8,0.69,3.85,63.93,62.38,63.15,12
1988,9,1.32,2.02,61.43,35.01,48.22,12
1988,10,3.15,2.66,64.97,30.36,47.67,12
1988,11,1.27,2.2,58.43,40.18,49.31,12
1988,12,2.88,0.53,41.36,45.01,43.19,12
1988,13,4.97,0.26,15.38,40.41,27.89,12
1988,14,0.8,3.45,67.9,82.16,75.03,12
1988,15,0.49,3.95,74.1,71.65,72.88,12
1988,16,2.02,3.34,51.98,49.63,50.8,12
1988,17,3.33,3.53,91.26,67.97,79.62,12
1988,18,4.0,0.37,82.15,48.6,65.38,12
1988,19,1.66,2.44,78.57,78.51,78.54,12
1988,20,1.15,2.17,49.03,45.1,47.07,12
1988,21,3.65,4.05,60.0,88.86,74.43,12
1988,22,2.76,0.61,86.86,49.47,68.16,12
1988,23,4.04,3.53,59.99,60.54,60.27,12
1988,24,2.64,2.43,77.9,78.68,78.29,12
1988,25,2.38,1.15,81.67,60.29,70.98,12
1988,26,1.19,3.98,56.75,78.56,67.65,12
1988,27,3.39,4.1,46.71,60.31,53.51,12
1988,28,0.22,4.35,45.41,56.04,50.73,12
1988,29,3.55,2.52,79.67,59.65,69.66,12
1988,30,1.07,0.84,47.24,73.43,60.34,12
1988,31,4.69,3.84,64.14,62.32,63.23,12
1988,32,2.98,4.68,68.47,55.06,61.77,12
1988,33,1.94,0.13,48.85,40.4,44.63,12
1988,34,4.6,4.01,64.29,57.26,60.77,12
1988,35,1.72,2.3,42.47,34.81,38.64,12
1988,36,0.61,3.81,64.63,48.68,56.65,12
1988,37,4.48,4.71,74.15,56.6,65.37,12
1988,38,4.55,4.71,39.65,42.3,40.98,12
1988,39,4.09,4.25,33.53,42.9,38.22,12
1988,40,2.32,1.76,36.66,60.43,48.55,12
1988,41,3.92,2.73,48.97,58.37,53.67,12
1988,42,1.33,1.36,62.41,35.77,49.09,12
1988,43,1.47,1.67,13.63,24.03,18.83,12
1988,44,0.12,3.92,48.92,32.3,40.61,12
1988,45,0.84,4.19,11.46,32.05,21.76,12
1988,46,1.85,4.35,28.04,14.03,21.04,12
1988,47,1.32,4.94,11.07,34.15,22.61,12
1988,48,2.43,2.95,22.71,36.58,29.64,12
1988,49,4.07,2.08,41.18,31.06,36.12,12
1988,50,4.08,2.49,32.87,54.46,43.67,12
1988,51,3.16,4.8,25.56,27.21,26.39,12
1988,52,0.19,1.82,11.23,38.36,24.8,12
1989,1,1.53,0.69,20.87,46.52,33.69,12
1989,2,3.18,2.67,18.17,49.71,33.94,12
1989,3,2.09,1.42,53.93,33.48,43.71,12
1989,4,0.91,0.42,34.38,18.43,26.4,12
1989,5,1.35,1.37,25.9,53.67,39.78,12
1989,6,4.91,2.62,48.48,36.53,42.51,12
1989,7,3.45,4.47,33.63,53.94,43.79,12
1989,8,0.59,1.85,67.88,56.96,62.42,12
1989,9,0.3,2.31,49.91,47.36,48.64,12
1989,10,2.97,4.67,50.62,68.75,59.68,12
1989,11,0.29,4.0,70.98,60.53,65.76,12
1989,12,4.26,4.79,49.88,52.95,51.42,12
1989,13,1.05,3.06,70.6,58.19,64.4,12
1989,14,3.17,2.92,51.4,56.28,53.84,12
1989,15,3.29,2.7,47.85,51.07,49.46,12
1989,16,4.83,0.65,48.32,36.39,42.36,12
1989,17,4.89,3.72,67.43,45.04,56.24,12
1989,18,0.48,1.54,74.97,71.72,73.35,12
1989,19,2.05,1.13,57.02,64.06,60.54,12
1989,20,3.95,2.9,57.75,67.34,62.54,12
1989,21,3.39,4.21,54.72,60.42,57.57,12
1989,22,2.19,2.97,59.95,49.02,54.48,12
1989,23,1.47,3.74,51.28,67.25,59.26,12
1989,24,3.81,3.79,80.09,52.78,66.43,12
1989,25,2.17,2.4,56.25,75.1,65.68,12
1989,26,4.7,4.38,66.49,68.65,67.57,12
1989,27,2.53,0.68,79.09,76.16,77.63,12
1989,28,2.5,3.19,59.84,62.19,61.02,12
1989,29,3.51,4.23,50.27,58.16,54.21,12
1989,30,2.18,3.39,78.87,82.13,80.5,12
1989,31,1.73,3.13,72.6,37.54,55.07,12
1989,32,1.43,3.66,36.14,54.7,45.42,12
1989,33,3.64,0.24,49.15,45.3,47.23,12
1989,34,0.58,4.17,57.0,64.65,60.83,12
1989,35,3.13,3.42,52.67,44.36,48.52,12
1989,36,4.26,1.84,38.25,39.28,38.77,12
1989,37,0.98,2.09,8.72,63.91,36.31,12
1989,38,0.16,0.63,47.34,49.79,48.56,12
1989,39,4.39,3.81,55.97,58.44,57.21,12
1989,40,1.39,0.74,41.67,51.01,46.34,12
1989,41,3.98,1.71,15.13,61.29,38.21,12
1989,42,4.69,3.0,55.62,21.51,38.56,12
1989,43,4.62,4.03,26.76,22.36,24.56,12
1989,44,0.69,2.62,55.79,45.43,50.61,12
1989,45,2.25,0.12,17.07,38.73,27.9,12
1989,46,0.82,3.98,24.32,38.6,31.46,12
1989,47,3.31,0.84,55.98,26.37,41.18,12
1989,48,1.27,2.26,37.37,23.09,30.23,12
1989,49,1.78,1.64,21.52,44.63,33.08,12
1989,50,1.98,2.82,17.71,48.8,33.26,12
1989,51,3.09,1.84,3.78,36.5,20.14,12
1989,52,3.94,2.75,0.0,26.95,13.48,12
1990,1,4.46,2.91,32.23,40.52,36.37,12
1990,2,0.69,0.56,38.16,46.51,42.33,12
1990,3,2.31,2.2,46.39,51.85,49.12,12
1990,4,1.09,4.39,46.89,63.62,55.25,12
1990,5,2.43,4.73,53.42,57.34,55.38,12
1990,6,3.01,3.99,41.45,46.19,43.82,12
1990,7,4.92,2.1,49.42,56.15,52.78,12
1990,8,0.99,1.51,74.68,38.78,56.73,12
1990,9,2.9,1.86,52.33,52.7,52.51,12
1990,10,2.22,2.56,33.77,55.4,44.59,12
1990,11,1.94,2.93,16.9,38.35,27.63,12
1990,12,2.65,1.83,71.46,32.4,51.93,12
1990,13,4.57,0.45,56.57,34.2,45.39,12
1990,14,0.16,4.35,41.26,60.63,50.95,12
1990,15,4.32,1.95,55.8,65.97,60.88,12
1990,16,2.93,0.99,46.06,67.0,56.53,12
1990,17,4.36,3.77,74.56,48.47,61.52,12
1990,18,3.67,2.31,73.96,53.39,63.67,12
1990,19,4.87,0.42,54.44,64.96,59.7,12
1990,20,2.02,3.81,65.6,68.08,66.84,12
1990,21,0.7,1.83,74.9,73.07,73.98,12
1990,22,2.09,1.58,71.37,65.16,68.27,12
1990,23,0.94,3.26,80.89,59.59,70.24,12
1990,24,0.74,3.99,71.73,66.37,69.05,12
1990,25,3.86,2.92,71.8,87.31,79.55,12
1990,26,3.31,2.84,66.11,32.94,49.52,12
1990,27,4.68,0.6,69.78,56.43,63.11,12
1990,28,1.15,0.54,67.79,76.34,72.07,12
1990,29,3.54,1.18,67.02,53.13,60.07,12
1990,30,4.49,0.72,100.0,45.91,72.95,12
1990,31,3.44,1.31,70.76,66.77,68.77,12
1990,32,4.28,0.75,89.83,68.43,79.13,12
1990,33,1.83,4.75,51.59,38.98,45.29,12
1990,34,2.71,0.57,64.65,50.0,57.32,12
1990,35,0.9,2.16,69.88,61.57,65.73,12
1990,36,3.47,2.53,45.65,46.21,45.93,12
1990,37,3.63,4.2,42.94,49.78,46.36,12
1990,38,1.52,0.69,67.2,39.89,53.54,12
1990,39,3.02,0.12,28.96,45.33,37.15,12
1990,40,4.07,3.99,43.05,39.03,41.04,12
1990,41,1.66,1.45,27.69,48.37,38.03,12
1990,42,3.75,2.4,58.2,37.33,47.76,12
1990,43,3.42,0.87,37.66,35.67,36.66,12
1990,44,3.86,4.86,55.28,36.85,46.07,12
1990,45,0.14,3.25,51.62,34.98,43.3,12
1990,46,3.72,1.92,19.97,30.14,25.06,12
1990,47,2.73,2.25,47.55,40.11,43.83,12
1990,48,4.68,4.97,24.42,27.65,26.04,12
1990,49,4.17,3.19,25.0,35.48,30.24,12
1990,50,0.75,1.79,38.07,35.46,36.76,12
1990,51,1.25,1.61,36.28,41.79,39.04,12
1990,52,1.67,1.47,43.05,30.91,36.98,12
1991,1,1.86,2.92,40.03,55.58,47.81,12
1991,2,0.12,3.7,32.1,47.45,39.77,12
1991,3,2.87,1.61,12.89,58.2,35.55,12
1991,4,0.54,2.75,31.48,42.67,37.08,12
1991,5,1.04,3.9,46.68,38.76,42.72,12
1991,6,2.82,0.1,37.04,49.71,43.38,12
1991,7,3.44,2.68,32.06,58.74,45.4,12
1991,8,2.61,0.13,42.75,49.69,46.22,12
1991,9,3.15,3.66,55.92,67.61,61.77,12
1991,10,1.0,3.69,33.99,45.58,39.78,12
1991,11,0.94,0.44,52.16,53.73,52.95,12
1991,12,3.05,1.53,82.09,51.7,66.9,12
1991,13,1.16,2.11,72.77,82.66,77.71,12
1991,14,4.65,4.47,64.58,63.26,63.92,12
1991,15,3.11,4.81,70.04,53.68,61.86,12
1991,16,2.06,0.22,54.81,46.78,50.8,12
1991,17,4.09,1.08,75.27,60.85,68.06,12
1991,18,4.45,3.52,65.37,54.01,59.69,12
1991,19,3.16,3.99,66.37,83.08,74.73,12
1991,20,3.37,1.43,63.23,42.18,52.7,12
1991,21,2.16,0.6,55.56,69.49,62.52,12
1991,22,4.64,3.96,62.65,74.93,68.79,12
1991,23,2.26,4.05,83.6,45.59,64.6,12
1991,24,3.66,2.16,86.14,80.68,83.41,12
1991,25,0.89,1.88,42.59,52.14,47.36,12
1991,26,1.05,4.79,47.0,76.34,61.67,12
1991,27,3.93,3.41,61.0,64.22,62.61,12
1991,28,4.58,1.16,89.73,51.87,70.8,12
1991,29,0.51,3.78,88.18,63.17,75.67,12
1991,30,3.95,3.38,67.89,78.47,73.18,12
1991,31,4.81,2.92,48.31,53.34,50.82,12
1991,32,3.74,0.85,64.48,78.55,71.51,12
1991,33,0.37,2.34,64.73,50.51,57.62,12
1991,34,2.38,3.72,59.22,37.77,48.49,12
1991,35,1.25,0.6,41.71,30.96,36.33,12
1991,36,2.47,2.73,54.59,47.48,51.04,12
1991,37,0.21,0.71,56.8,53.06,54.93,12
1991,38,2.42,3.11,25.0,42.5,33.75,12
1991,39,0.19,2.75,73.22,43.35,58.28,12
1991,40,4.06,1.33,25.81,28.46,27.14,12
1991,41,2.2,3.32,46.76,37.03,41.89,12
1991,42,4.48,3.68,43.6,24.35,33.98,12
1991,43,4.21,1.7,32.08,39.31,35.69,12
1991,44,3.79,4.13,46.67,42.92,44.79,12
1991,45,2.0,4.58,26.13,40.99,33.56,12
1991,46,1.7,4.92,39.85,20.12,29.98,12
1991,47,4.25,2.07,12.8,36.43,24.62,12
1991,48,4.67,0.37,27.38,48.89,38.14,12
1991,49,1.91,0.3,29.61,39.21,34.41,12
1991,50,3.67,3.52,19.19,22.39,20.79,12
1991,51,4.51,0.74,44.54,48.74,46.64,12
1991,52,1.62,2.18,34.54,30.7,32.62,12
1992,1,4.38,3.7,40.33,38.26,39.29,12
1992,2,0.98,4.06,54.35,33.71,44.03,12
1992,3,2.37,3.96,9.44,36.65,23.05,12
1992,4,3.49,4.18,23.42,44.67,34.05,12
1992,5,2.11,2.85,58.97,30.25,44.61,12
1992,6,1.3,2.95,10.25,25.47,17.86,12
1992,7,3.77,3.26,33.33,39.6,36.47,12
1992,8,0.23,4.94,58.74,29.24,43.99,12
1992,9,1.19,4.83,50.27,43.75,47.01,12
1992,10,0.26,4.29,47.54,49.21,48.38,12
1992,11,4.91,3.65,45.45,43.1,44.27,12
1992,12,2.43,4.44,48.06,45.29,46.68,12
1992,13,1.86,3.31,72.25,68.43,70.34,12
1992,14,2.85,3.47,63.24,42.08,52.66,12
1992,15,4.84,0.85,54.32,54.74,54.53,12
1992,16,3.01,1.15,75.85,55.53,65.69,12
1992,17,4.95,3.25,83.46,60.35,71.91,12
1992,18,4.06,4.46,77.71,55.25,66.48,12
1992,19,1.24,1.16,62.45,51.95,57.2,12
1992,20,4.26,4.27,61.81,62.38,62.1,12
1992,21,2.99,0.58,67.88,64.74,66.31,12
1992,22,1.72,1.04,46.36,52.75,49.56,12
1992,23,4.48,3.2,74.34,67.09,70.72,12
1992,24,0.58,2.61,72.56,52.81,62.68,12
1992,25,4.67,1.99,64.4,69.34,66.87,12
1992,26,4.36,1.43,68.83,45.85,57.34,12
1992,27,3.49,0.45,74.56,50.42,62.49,12
1992,28,3.58,2.69,58.63,58.28,58.45,12
1992,29,1.44,1.76,69.62,69.55,69.58,12
1992,30,4.61,3.52,50.13,57.84,53.99,12
1992,31,2.27,1.96,74.73,73.61,74.17,12
1992,32,1.84,2.52,84.24,61.16,72.7,12
1992,33,4.18,1.15,37.66,65.94,51.8,12
1992,34,1.31,4.75,48.78,79.77,64.28,12
1992,35,2.84,4.78,51.75,33.93,42.84,12
1992,36,2.14,4.34,40.66,52.41,46.53,12
1992,37,0.58,4.81,33.26,50.67,41.97,12
1992,38,1.76,3.43,35.58,50.34,42.96,12
1992,39,0.91,2.73,15.22,72.19,43.7,12
1992,40,0.26,0.59,25.69,37.33,31.51,12
1992,41,1.2,3.92,43.17,12.48,27.82,12
1992,42,2.05,4.46,58.99,44.69,51.84,12
1992,43,3.45,0.82,38.71,55.38,47.05,12
1992,44,1.08,1.44,41.58,54.0,47.79,12
1992,45,1.64,0.9,50.13,34.02,42.07,12
1992,46,4.92,3.29,10.52,35.64,23.08,12
1992,47,3.12,1.85,0.0,38.63,19.31,12
1992,48,0.63,4.49,19.56,25.17,22.37,12
1992,49,1.28,2.58,30.63,39.72,35.18,12
1992,50,4.75,2.11,31.91,34.16,33.04,12
1992,51,1.73,2.81,18.98,21.84,20.41,12
1992,52,1.91,3.16,35.55,21.43,28.49,12
1993,1,0.68,0.87,10.79,64.68,37.73,12
1993,2,1.74,1.47,52.48,27.97,40.23,12
1993,3,3.65,2.29,40.43,42.18,41.31,12
1993,4,2.66,2.87,24.95,17.37,21.16,12
1993,5,1.29,2.64,35.56,43.98,39.77,12
1993,6,1.99,2.64,40.45,48.21,44.33,12
1993,7,0.86,2.48,45.73,50.26,48.0,12
1993,8,3.67,4.79,64.88,46.01,55.45,12
1993,9,2.99,2.22,44.38,46.32,45.35,12
1993,10,2.79,1.68,66.94,41.72,54.33,12
1993,11,1.38,2.31,63.63,52.59,58.11,12
1993,12,4.52,3.3,63.76,33.4,48.58,12
1993,13,0.27,4.22,52.48,52.28,52.38,12
1993,14,1.39,2.21,21.48,45.85,33.66,12
1993,15,3.56,2.29,80.61,49.2,64.9,12
1993,16,3.24,3.82,78.59,81.05,79.82,12
1993,17,1.46,4.15,52.94,43.55,48.24,12
1993,18,0.99,2.83,31.25,67.59,49.42,12
1993,19,4.2,0.17,88.66,52.83,70.75,12
1993,20,1.66,4.03,100.0,79.8,89.9,12
1993,21,2.68,0.15,72.02,67.79,69.9,12
1993,22,0.88,3.9,95.85,56.51,76.18,12
1993,23,4.26,3.25,46.39,77.74,62.06,12
1993,24,0.87,4.93,55.49,57.43,56.46,12
1993,25,2.41,4.26,75.33,73.84,74.59,12
1993,26,3.92,0.68,76.25,85.48,80.86,12
1993,27,2.0,3.82,65.53,65.8,65.66,12
1993,28,4.45,0.3,53.82,72.86,63.34,12
1993,29,4.13,0.85,87.62,43.73,65.68,12
1993,30,0.42,2.75,63.93,61.62,62.78,12
1993,31,1.18,2.34,22.94,58.21,40.58,12
1993,32,4.21,0.81,49.1,67.66,58.38,12
1993,33,2.7,3.2,41.04,62.44,51.74,12
1993,34,3.99,1.56,61.36,56.61,58.98,12
1993,35,2.25,3.53,50.58,72.49,61.54,12
1993,36,1.68,3.7,61.49,42.95,52.22,12
1993,37,1.25,3.53,51.14,54.42,52.78,12
1993,38,1.36,4.85,52.06,48.99,50.52,12
1993,39,2.6,3.83,25.89,58.56,42.22,12
1993,40,4.45,0.62,38.71,38.62,38.67,12
1993,41,1.51,2.08,76.64,52.75,64.69,12
1993,42,2.96,4.92,30.34,35.01,32.67,12
1993,43,4.15,3.51,52.2,6.27,29.24,12
1993,44,4.94,4.06,6.59,27.25,16.92,12
1993,45,2.36,0.21,25.03,42.79,33.91,12
1993,46,1.07,1.48,19.47,36.74,28.11,12
1993,47,0.63,4.94,32.69,45.81,39.25,12
1993,48,1.8,4.19,34.08,32.41,33.24,12
1993,49,0.85,1.2,28.8,49.04,38.92,12
1993,50,1.94,0.12,41.3,23.13,32.22,12
1993,51,0.36,2.8,48.6,12.19,30.39,12
1993,52,1.72,1.87,36.39,53.55,44.97,12
1994,1,0.26,1.84,49.55,33.95,41.75,12
1994,2,0.19,3.67,28.1,26.71,27.4,12
1994,3,4.52,0.77,31.39,28.66,30.02,12
1994,4,3.2,3.82,51.76,33.42,42.59,12
1994,5,0.52,1.94,23.61,28.72,26.16,12
1994,6,4.16,2.91,29.62,53.11,41.36,12
1994,7,3.88,1.65,26.83,22.69,24.76,12
1994,8,4.1,1.14,35.81,66.05,50.93,12
1994,9,3.77,0.87,47.2,24.67,35.94,12
1994,10,4.16,0.75,49.29,44.75,47.02,12
1994,11,3.75,1.15,11.58,45.11,28.35,12
1994,12,0.37,4.43,66.15,55.63,60.89,12
1994,13,1.85,0.75,58.79,31.17,44.98,12
1994,14,0.15,4.17,57.65,56.91,57.28,12
1994,15,2.07,2.34,32.14,70.22,51.18,12
1994,16,1.61,2.92,75.01,49.0,62.01,12
1994,17,0.78,3.33,58.89,49.66,54.28,12
1994,18,4.0,1.49,72.36,57.26,64.81,12
1994,19,2.18,0.48,97.01,58.9,77.96,12
1994,20,4.1,0.44,70.32,42.5,56.41,12
1994,21,3.36,1.91,54.2,46.49,50.35,12
1994,22,3.83,0.6,35.55,69.36,52.46,12
1994,23,4.31,4.79,52.47,59.48,55.98,12
1994,24,2.34,2.66,88.21,59.44,73.82,12
1994,25,3.19,1.55,77.51,65.07,71.29,12
1994,26,1.72,0.95,57.47,66.8,62.14,12
1994,27,3.65,1.76,78.29,91.51,84.9,12
1994,28,1.29,3.92,86.56,70.0,78.28,12
1994,29,0.79,4.11,50.43,55.55,52.99,12
1994,30,4.43,1.89,52.06,51.51,51.79,12
1994,31,1.04,4.06,45.18,65.31,55.25,12
1994,32,0.65,1.75,63.73,71.21,67.47,12
1994,33,4.87,0.83,42.66,45.18,43.92,12
1994,34,0.4,3.75,66.65,52.9,59.78,12
1994,35,4.7,1.74,28.38,66.87,47.62,12
1994,36,1.73,1.51,59.02,39.99,49.51,12
1994,37,2.91,3.31,44.66,53.44,49.05,12
1994,38,2.76,2.06,15.74,44.58,30.16,12
1994,39,3.28,0.25,39.92,45.1,42.51,12
1994,40,4.25,4.56,30.42,44.21,37.31,12
1994,41,4.53,3.67,24.39,44.97,34.68,12
1994,42,2.17,3.0,35.25,52.52,43.89,12
1994,43,4.14,1.03,16.03,36.72,26.37,12
1994,44,2.69,1.34,40.67,41.25,40.96,12
1994,45,4.76,2.31,60.07,42.91,51.49,12
1994,46,0.78,2.52,18.33,40.98,29.66,12
1994,47,2.89,4.59,34.27,35.96,35.11,12
1994,48,4.3,2.76,33.24,36.89,35.07,12
1994,49,1.07,2.42,40.74,23.74,32.24,12
1994,50,3.4,2.2,52.51,26.75,39.63,12
1994,51,2.52,4.75,21.64,24.04,22.84,12
1994,52,4.04,3.63,17.89,40.02,28.95,12
1995,1,1.62,4.25,36.1,47.37,41.73,12
1995,2,2.4,4.04,59.15,45.47,52.31,12
1995,3,1.82,4.25,47.73,42.04,44.89,12
1995,4,4.39,3.01,28.4,54.84,41.62,12
1995,5,0.53,0.55,17.47,31.81,24.64,12
1995,6,2.66,4.19,32.86,58.6,45.73,12
1995,7,2.66,0.64,50.12,46.7,48.41,12
1995,8,3.76,2.39,31.66,41.84,36.75,12
1995,9,1.09,3.91,49.96,43.3,46.63,12
1995,10,0.93,4.4,89.86,55.16,72.51,12
1995,11,4.0,0.26,15.32,42.16,28.74,12
1995,12,4.0,0.86,81.81,55.37,68.59,12
1995,13,4.96,3.7,33.25,43.66,38.45,12
1995,14,0.95,4.97,38.18,52.56,45.37,12
1995,15,0.87,3.77,85.5,65.69,75.6,12
1995,16,4.58,2.0,74.96,50.63,62.8,12
1995,17,4.06,2.33,63.75,72.2,67.98,12
1995,18,1.7,0.47,72.72,51.76,62.24,12
1995,19,4.66,0.53,82.07,85.33,83.7,12
1995,20,2.47,4.23,46.4,59.39,52.89,12
1995,21,3.13,1.26,67.09,71.46,69.27,12
1995,22,2.43,4.37,74.45,67.26,70.85,12
1995,23,2.85,1.97,70.61,67.17,68.89,12
1995,24,0.15,1.34,78.76,71.37,75.07,12
1995,25,0.85,4.24,74.53,80.87,77.7,12
1995,26,3.29,0.28,42.69,48.78,45.74,12
1995,27,3.7,1.44,58.85,60.52,59.69,12
1995,28,4.44,1.18,62.19,76.49,69.34,12
1995,29,2.03,0.87,71.99,63.15,67.57,12
1995,30,2.58,2.43,32.11,79.66,55.88,12
1995,31,0.82,2.96,62.99,37.68,50.34,12
1995,32,0.57,3.78,65.78,56.28,61.03,12
1995,33,4.79,4.5,77.04,43.13,60.08,12
1995,34,1.12,0.24,44.67,51.53,48.1,12
1995,35,4.73,4.07,50.88,38.23,44.55,12
1995,36,0.24,0.38,20.07,54.27,37.17,12
1995,37,0.7,4.32,52.5,68.63,60.56,12
1995,38,3.91,1.73,63.99,47.2,55.6,12
1995,39,3.0,2.22,30.18,55.4,42.79,12
1995,40,2.36,1.62,24.68,31.15,27.92,12
1995,41,1.54,1.93,45.18,34.31,39.74,12
1995,42,4.65,3.05,40.94,48.4,44.67,12
1995,43,4.14,2.3,16.8,31.18,23.99,12
1995,44,1.31,4.88,52.62,47.17,49.9,12
1995,45,0.84,4.88,43.82,27.25,35.53,12
1995,46,1.91,4.53,32.85,15.97,24.41,12
1995,47,1.18,4.74,61.21,38.57,49.89,12
1995,48,1.17,1.05,18.82,31.83,25.32,12
1995,49,1.63,2.52,29.67,23.16,26.41,12
1995,50,3.2,1.35,32.55,26.0,29.28,12
1995,51,0.87,3.43,4.05,42.93,23.49,12
1995,52,4.45,3.03,27.18,39.16,33.17,12
1996,1,4.43,0.39,43.27,49.14,46.2,12
1996,2,1.63,0.34,50.79,39.02,44.91,12
1996,3,3.83,1.7,29.91,56.15,43.03,12
1996,4,2.43,4.69,29.51,53.31,41.41,12
1996,5,4.09,3.49,42.53,28.16,35.34,12
1996,6,2.45,3.25,60.77,39.13,49.95,12
1996,7,1.1,2.39,36.16,42.68,39.42,12
1996,8,3.91,2.76,28.24,31.75,30.0,12
1996,9,4.86,4.06,37.56,46.65,42.11,12
1996,10,4.42,3.09,37.88,57.92,47.9,12
1996,11,0.74,0.69,37.32,51.36,44.34,12
1996,12,1.67,4.08,51.28,51.55,51.41,12
1996,13,2.3,3.11,50.35,45.82,48.09,12
1996,14,1.0,3.17,68.21,40.53,54.37,12
1996,15,4.75,1.4,63.64,62.26,62.95,12
1996,16,0.84,3.71,62.14,68.42,65.28,12
1996,17,1.59,3.18,72.35,63.95,68.15,12
1996,18,4.24,1.96,68.14,63.49,65.82,12
1996,19,3.77,1.89,57.05,71.83,64.44,12
1996,20,0.15,4.88,74.78,45.34,60.06,12
1996,21,0.37,2.86,86.47,71.31,78.89,12
1996,22,0.96,4.66,57.04,70.96,64.0,12
1996,23,0.32,0.28,46.88,56.88,51.88,12
1996,24,3.07,1.2,80.32,48.01,64.17,12
1996,25,4.02,4.63,65.42,84.54,74.98,12
1996,26,0.36,3.84,64.12,45.41,54.77,12
1996,27,1.97,0.8,84.71,47.33,66.02,12
1996,28,2.2,2.68,68.9,66.92,67.91,12
1996,29,1.04,0.43,50.85,73.93,62.39,12
1996,30,2.36,4.08,49.84,59.33,54.59,12
1996,31,1.89,3.08,57.43,56.6,57.01,12
1996,32,0.69,1.77,86.11,54.26,70.18,12
1996,33,0.44,0.41,40.07,27.26,33.66,12
1996,34,0.23,2.28,73.05,27.0,50.03,12
1996,35,3.52,0.86,56.8,27.86,42.33,12
1996,36,3.71,2.62,52.77,42.04,47.4,12
1996,37,3.26,4.69,63.93,59.85,61.89,12
1996,38,2.87,3.23,34.96,47.08,41.02,12
1996,39,3.88,3.62,37.53,19.53,28.53,12
1996,40,2.9,2.01,32.56,35.01,33.79,12
1996,41,1.7,1.9,32.41,44.61,38.51,12
